# ChampSim Tracer implicit-operand assertion table — riscv64
# Expectations derived from the Sail RISC-V model; see docs/validator.rst (features.implicit_operands) for provenance and method.
# Generated by tools/implicit_audit.py --mode regenerate; the source / disposition / justification columns are written by hand and carried forward.
# probes 146  rows 593  MISS-BOTH 229  MISS-BOUNDARY 4  NOT-MODELLED 122  OK 238
family	hex	asm	kind	operand	source	expect	weight	disposition	justification
rvv_vsetvl_reg	d772b580	vsetvl x5,x10,x11	WRITE	mstatus	SAIL+QEMU	NOT-MODELLED	0	-	-
rvv_vsetvl_x0_rs1	57701501	vsetvli x0,x10,e32,m2,tu,mu	WRITE	mstatus	SAIL+QEMU	NOT-MODELLED	0	-	-
rvv_vsetvl_x0x0	5770800d	vsetvli x0,x0,e64,m1,ta,ma	WRITE	mstatus	SAIL+QEMU	NOT-MODELLED	0	-	-
rvv_vstart_mandatory	57252842	vcpop.m x10,v2	WRITE	mstatus	SAIL	NOT-MODELLED	0	-	-
rvv_vstart_mandatory	57a52842	vfirst.m x10,v2	WRITE	mstatus	SAIL	NOT-MODELLED	0	-	-
rvv_vstart_mandatory	d7202852	viota.m v1,v2	WRITE	mstatus	SAIL	NOT-MODELLED	0	-	-
rvv_whole_reg_move	57b1409e	vmv2r.v v2,v4	WRITE	mstatus	SAIL	NOT-MODELLED	0	-	-
rvv_whole_reg_move	d730209e	vmv1r.v v1,v2	WRITE	mstatus	SAIL	NOT-MODELLED	0	-	-
c_tied_rd_rs1	2e95	add x10,x10,x11	READ	<tied-dst>	SAIL+QEMU	OK	923359718	-	-
c_sp_store	2ae4	sd x10,8(x2)	READ	sp	SAIL+QEMU	OK	827468247	-	-
c_tied_rd_rs1	0505	addi x10,x10,1	READ	<tied-dst>	SAIL+QEMU	OK	549683707	-	-
c_sp_load	2265	ld x10,8(x2)	READ	sp	SAIL+QEMU	OK	549327567	-	-
c_jalr_ra	0295	jalr x10	WRITE	ra	SAIL+QEMU	OK	448340582	-	-
c_addi16sp	0561	addi x2,x2,32	READ	sp	SAIL+QEMU	OK	244266330	-	-
c_addi16sp	0561	addi x2,x2,32	WRITE	sp	SAIL+QEMU	OK	244266330	-	-
c_tied_rd_rs1	0605	slli x10,x10,0x1	READ	<tied-dst>	SAIL+QEMU	OK	156647754	-	-
c_tied_rd_rs1	0581	srli x10,x10,0x1	READ	<tied-dst>	SAIL+QEMU	OK	76596134	-	-
c_addi4spn	2800	addi x10,x2,8	READ	sp	SAIL+QEMU	OK	55075023	-	-
c_tied_rd_rs1	6d8d	and x10,x10,x11	READ	<tied-dst>	SAIL+QEMU	OK	53749861	-	-
c_tied_rd_rs1	0525	addiw x10,x10,1	READ	<tied-dst>	SAIL+QEMU	OK	53090407	-	-
rvv_ldst_vstart_partial	87700502	vle64.v v1,(x10)	READ	vl	SAIL	OK	16851270	-	-
rvv_ldst_vstart_partial	87700502	vle64.v v1,(x10)	READ	vtype	SAIL	OK	16851270	-	-
rvv_vsetvl_rd	d772850d	vsetvli x5,x10,e64,m1,ta,ma	WRITE	vl	SAIL+QEMU	OK	12635895	-	-
rvv_vsetvl_rd	d772850d	vsetvli x5,x10,e64,m1,ta,ma	WRITE	vtype	SAIL+QEMU	OK	12635895	-	-
rvv_any_vector_op	d7802102	vadd.vv v1,v2,v3	READ	vl	SAIL+QEMU	OK	8425635	-	-
rvv_any_vector_op	d7802102	vadd.vv v1,v2,v3	READ	vtype	SAIL+QEMU	OK	8425635	-	-
rvv_v0_uncond_merge	d780215c	vmerge.vvm v1,v2,v3,v0	READ	v0	SAIL+QEMU	OK	8425635	-	-
rvv_v0_uncond_merge	d780215c	vmerge.vvm v1,v2,v3,v0	READ	vl	SAIL+QEMU	OK	8425635	-	-
rvv_v0_uncond_merge	d780215c	vmerge.vvm v1,v2,v3,v0	READ	vtype	SAIL+QEMU	OK	8425635	-	-
rvv_vd_tied_accumulate	57a4a4b6	vmacc.vv v8,v9,v10	READ	<tied-dst>	SAIL+QEMU	OK	8425635	-	-
rvv_vd_tied_accumulate	57a4a4b6	vmacc.vv v8,v9,v10	READ	vl	SAIL+QEMU	OK	8425635	-	-
rvv_vd_tied_accumulate	57a4a4b6	vmacc.vv v8,v9,v10	READ	vtype	SAIL+QEMU	OK	8425635	-	-
c_sp_store	2ac2	sw x10,4(x2)	READ	sp	SAIL+QEMU	OK	2792205	-	-
c_sp_load	1245	lw x10,4(x2)	READ	sp	SAIL+QEMU	OK	2565829	-	-
rvv_scalar_move	57251042	vmv.x.s x10,v1	READ	vtype	SAIL	OK	2100521	-	-
rvv_vstart_mandatory	d7a02102	vredsum.vs v1,v2,v3	READ	vl	SAIL	OK	2100521	-	-
rvv_vstart_mandatory	d7a02102	vredsum.vs v1,v2,v3	READ	vtype	SAIL	OK	2100521	-	-
fp_no_flag_ops	2734a500	fsd f10,8(x10)	-	-	SAIL+QEMU	OK	145857	-	-
csr_fp_aliases	73251000	frflags x10	READ	fcsr	SAIL+QEMU	OK	100193	-	-
c_sp_store	2aa4	fsd f10,8(x2)	READ	sp	SAIL+QEMU	OK	80058	-	-
c_sp_load	2225	fld f10,8(x2)	READ	sp	SAIL+QEMU	OK	75259	-	-
fp_dynamic_rounding	53f5c512	fmul.d f10,f11,f12	READ	frm	SAIL+QEMU	OK	13043	-	-
fp_dynamic_rounding	53f5c502	fadd.d f10,f11,f12	READ	frm	SAIL+QEMU	OK	9805	-	-
fp_dynamic_rounding	537525d2	fcvt.d.l f10,x10	READ	frm	SAIL+QEMU	OK	2279	-	-
fp_dynamic_rounding	53f5c51a	fdiv.d f10,f11,f12	READ	frm	SAIL+QEMU	OK	818	-	-
csr_fp_aliases	73252000	frrm x10	READ	fcsr	SAIL+QEMU	OK	752	-	-
fp_no_flag_ops	530505e2	fmv.x.d x10,f10	-	-	SAIL+QEMU	OK	324	-	-
fp_dynamic_rounding	53f5c500	fadd.s f10,f11,f12	READ	frm	SAIL+QEMU	OK	24	-	-
csr_vector_aliases	732500c2	csrr x10,vl	READ	vl	SAIL	OK	0	-	-
csr_vector_aliases	732510c2	csrr x10,vtype	READ	vtype	SAIL	OK	0	-	-
csr_vector_aliases	73258000	csrr x10,vstart	READ	vstart	SAIL	OK	0	-	-
csr_vector_aliases	7325a000	csrr x10,vxrm	READ	vxrm	SAIL	OK	0	-	-
csrrs_rs1_nonzero	73a53500	csrrs x10,fcsr,x11	READ	fcsr	SAIL+QEMU	OK	0	-	-
csrrs_rs1_nonzero	73a53500	csrrs x10,fcsr,x11	WRITE	fcsr	SAIL+QEMU	OK	0	-	-
csrrs_rs1_nonzero	73f53000	csrrci x10,fcsr,1	READ	fcsr	SAIL+QEMU	OK	0	-	-
csrrs_rs1_nonzero	73f53000	csrrci x10,fcsr,1	WRITE	fcsr	SAIL+QEMU	OK	0	-	-
csrrs_rs1_zero	73253000	frcsr x10	READ	fcsr	SAIL+QEMU	OK	0	-	-
csrrs_rs1_zero	73603000	csrsi fcsr,0	READ	fcsr	SAIL+QEMU	OK	0	-	-
csrrw_rd_nonzero	73953500	fscsr x10,x11	READ	fcsr	SAIL+QEMU	OK	0	-	-
csrrw_rd_nonzero	73953500	fscsr x10,x11	WRITE	fcsr	SAIL+QEMU	OK	0	-	-
csrrw_rd_nonzero	73958500	csrrw x10,vstart,x11	READ	vstart	SAIL+QEMU	OK	0	-	-
csrrw_rd_nonzero	73958500	csrrw x10,vstart,x11	WRITE	vstart	SAIL+QEMU	OK	0	-	-
csrrw_rd_nonzero	73959500	csrrw x10,vxsat,x11	READ	vxsat	SAIL+QEMU	OK	0	-	-
csrrw_rd_nonzero	73959500	csrrw x10,vxsat,x11	WRITE	vxsat	SAIL+QEMU	OK	0	-	-
csrrw_rd_zero	73102500	fsrm x10	WRITE	fcsr	SAIL+QEMU	OK	0	-	-
csrrw_rd_zero	73903500	fscsr x11	WRITE	fcsr	SAIL+QEMU	OK	0	-	-
fence_none	0f003003	fence rw,rw	-	-	SAIL	OK	0	-	-
fp_dynamic_rounding	43f5c56a	fmadd.d f10,f11,f12,f13	READ	frm	SAIL+QEMU	OK	0	-	-
fp_dynamic_rounding	537505c2	fcvt.w.d x10,f10	READ	frm	SAIL+QEMU	OK	0	-	-
fp_dynamic_rounding	53f5055a	fsqrt.d f10,f11	READ	frm	SAIL+QEMU	OK	0	-	-
fp_no_flag_ops	531505e2	fclass.d x10,f10	-	-	SAIL+QEMU	OK	0	-	-
rvv_any_vector_op	d740253a	vslideup.vx v1,v2,x10	READ	vl	SAIL+QEMU	OK	0	-	-
rvv_any_vector_op	d740253a	vslideup.vx v1,v2,x10	READ	vtype	SAIL+QEMU	OK	0	-	-
rvv_any_vector_op	d750253e	vfslide1down.vf v1,v2,f10	READ	vl	SAIL+QEMU	OK	0	-	-
rvv_any_vector_op	d750253e	vfslide1down.vf v1,v2,f10	READ	vtype	SAIL+QEMU	OK	0	-	-
rvv_any_vector_op	d760253a	vslide1up.vx v1,v2,x10	READ	vl	SAIL+QEMU	OK	0	-	-
rvv_any_vector_op	d760253a	vslide1up.vx v1,v2,x10	READ	vtype	SAIL+QEMU	OK	0	-	-
rvv_any_vector_op	d7a00852	vid.v v1	READ	vl	SAIL+QEMU	OK	0	-	-
rvv_any_vector_op	d7a00852	vid.v v1	READ	vtype	SAIL+QEMU	OK	0	-	-
rvv_fixedpoint_rounding	d78021aa	vssrl.vv v1,v2,v3	READ	vl	SAIL+QEMU	OK	0	-	-
rvv_fixedpoint_rounding	d78021aa	vssrl.vv v1,v2,v3	READ	vtype	SAIL+QEMU	OK	0	-	-
rvv_fixedpoint_rounding	d7a02126	vaadd.vv v1,v2,v3	READ	vl	SAIL+QEMU	OK	0	-	-
rvv_fixedpoint_rounding	d7a02126	vaadd.vv v1,v2,v3	READ	vtype	SAIL+QEMU	OK	0	-	-
rvv_fixedpoint_rounding	d7a0212e	vasub.vv v1,v2,v3	READ	vl	SAIL+QEMU	OK	0	-	-
rvv_fixedpoint_rounding	d7a0212e	vasub.vv v1,v2,v3	READ	vtype	SAIL+QEMU	OK	0	-	-
rvv_fixedpoint_rounding	d7b021ae	vssra.vi v1,v2,3	READ	vl	SAIL+QEMU	OK	0	-	-
rvv_fixedpoint_rounding	d7b021ae	vssra.vi v1,v2,3	READ	vtype	SAIL+QEMU	OK	0	-	-
rvv_fixedpoint_saturate	d740258e	vssub.vx v1,v2,x10	READ	vl	SAIL+QEMU	OK	0	-	-
rvv_fixedpoint_saturate	d740258e	vssub.vx v1,v2,x10	READ	vtype	SAIL+QEMU	OK	0	-	-
rvv_fixedpoint_saturate	d7802186	vsadd.vv v1,v2,v3	READ	vl	SAIL+QEMU	OK	0	-	-
rvv_fixedpoint_saturate	d7802186	vsadd.vv v1,v2,v3	READ	vtype	SAIL+QEMU	OK	0	-	-
rvv_fixedpoint_saturate	d780219e	vsmul.vv v1,v2,v3	READ	vl	SAIL+QEMU	OK	0	-	-
rvv_fixedpoint_saturate	d780219e	vsmul.vv v1,v2,v3	READ	vtype	SAIL+QEMU	OK	0	-	-
rvv_fixedpoint_saturate	d7b021ba	vnclipu.wi v1,v2,3	READ	vl	SAIL+QEMU	OK	0	-	-
rvv_fixedpoint_saturate	d7b021ba	vnclipu.wi v1,v2,3	READ	vtype	SAIL+QEMU	OK	0	-	-
rvv_fixedpoint_saturate	d7b021be	vnclip.wi v1,v2,3	READ	vl	SAIL+QEMU	OK	0	-	-
rvv_fixedpoint_saturate	d7b021be	vnclip.wi v1,v2,3	READ	vtype	SAIL+QEMU	OK	0	-	-
rvv_fp_rounding	d7902102	vfadd.vv v1,v2,v3	READ	frm	SAIL+QEMU	OK	0	-	-
rvv_fp_rounding	d7902102	vfadd.vv v1,v2,v3	READ	vl	SAIL+QEMU	OK	0	-	-
rvv_fp_rounding	d7902102	vfadd.vv v1,v2,v3	READ	vtype	SAIL+QEMU	OK	0	-	-
rvv_fp_rounding	d7902106	vfredusum.vs v1,v2,v3	READ	frm	SAIL+QEMU	OK	0	-	-
rvv_fp_rounding	d7902106	vfredusum.vs v1,v2,v3	READ	vl	SAIL+QEMU	OK	0	-	-
rvv_fp_rounding	d7902106	vfredusum.vs v1,v2,v3	READ	vtype	SAIL+QEMU	OK	0	-	-
rvv_fp_rounding	d790210e	vfredosum.vs v1,v2,v3	READ	frm	SAIL+QEMU	OK	0	-	-
rvv_fp_rounding	d790210e	vfredosum.vs v1,v2,v3	READ	vl	SAIL+QEMU	OK	0	-	-
rvv_fp_rounding	d790210e	vfredosum.vs v1,v2,v3	READ	vtype	SAIL+QEMU	OK	0	-	-
rvv_scalar_move	57151042	vfmv.f.s f10,v1	READ	vtype	SAIL	OK	0	-	-
rvv_scalar_move	d7500542	vfmv.s.f v1,f10	READ	vl	SAIL	OK	0	-	-
rvv_scalar_move	d7500542	vfmv.s.f v1,f10	READ	vtype	SAIL	OK	0	-	-
rvv_scalar_move	d7600542	vmv.s.x v1,x10	READ	vl	SAIL	OK	0	-	-
rvv_scalar_move	d7600542	vmv.s.x v1,x10	READ	vtype	SAIL	OK	0	-	-
rvv_v0_never_masklogic	d7a02166	vmand.mm v1,v2,v3	READ	<tied-dst>	SAIL	OK	0	-	-
rvv_v0_never_masklogic	d7a02166	vmand.mm v1,v2,v3	READ	vl	SAIL	OK	0	-	-
rvv_v0_never_masklogic	d7a02166	vmand.mm v1,v2,v3	READ	vtype	SAIL	OK	0	-	-
rvv_v0_never_vcompress	d7a0215e	vcompress.vm v1,v2,v3	READ	vl	SAIL	OK	0	-	-
rvv_v0_never_vcompress	d7a0215e	vcompress.vm v1,v2,v3	READ	vtype	SAIL	OK	0	-	-
rvv_v0_none_carryout	d7802146	vmadc.vv v1,v2,v3	READ	vl	SAIL+QEMU	OK	0	-	-
rvv_v0_none_carryout	d7802146	vmadc.vv v1,v2,v3	READ	vtype	SAIL+QEMU	OK	0	-	-
rvv_v0_none_carryout	d780214e	vmsbc.vv v1,v2,v3	READ	vl	SAIL+QEMU	OK	0	-	-
rvv_v0_none_carryout	d780214e	vmsbc.vv v1,v2,v3	READ	vtype	SAIL+QEMU	OK	0	-	-
rvv_v0_uncond_carry	d7402540	vadc.vxm v1,v2,x10,v0	READ	v0	SAIL+QEMU	OK	0	-	-
rvv_v0_uncond_carry	d7402540	vadc.vxm v1,v2,x10,v0	READ	vl	SAIL+QEMU	OK	0	-	-
rvv_v0_uncond_carry	d7402540	vadc.vxm v1,v2,x10,v0	READ	vtype	SAIL+QEMU	OK	0	-	-
rvv_v0_uncond_carry	d7402548	vsbc.vxm v1,v2,x10,v0	READ	v0	SAIL+QEMU	OK	0	-	-
rvv_v0_uncond_carry	d7402548	vsbc.vxm v1,v2,x10,v0	READ	vl	SAIL+QEMU	OK	0	-	-
rvv_v0_uncond_carry	d7402548	vsbc.vxm v1,v2,x10,v0	READ	vtype	SAIL+QEMU	OK	0	-	-
rvv_v0_uncond_carry	d7802140	vadc.vvm v1,v2,v3,v0	READ	v0	SAIL+QEMU	OK	0	-	-
rvv_v0_uncond_carry	d7802140	vadc.vvm v1,v2,v3,v0	READ	vl	SAIL+QEMU	OK	0	-	-
rvv_v0_uncond_carry	d7802140	vadc.vvm v1,v2,v3,v0	READ	vtype	SAIL+QEMU	OK	0	-	-
rvv_v0_uncond_carry	d7802148	vsbc.vvm v1,v2,v3,v0	READ	v0	SAIL+QEMU	OK	0	-	-
rvv_v0_uncond_carry	d7802148	vsbc.vvm v1,v2,v3,v0	READ	vl	SAIL+QEMU	OK	0	-	-
rvv_v0_uncond_carry	d7802148	vsbc.vvm v1,v2,v3,v0	READ	vtype	SAIL+QEMU	OK	0	-	-
rvv_v0_uncond_carry	d7b02240	vadc.vim v1,v2,5,v0	READ	v0	SAIL+QEMU	OK	0	-	-
rvv_v0_uncond_carry	d7b02240	vadc.vim v1,v2,5,v0	READ	vl	SAIL+QEMU	OK	0	-	-
rvv_v0_uncond_carry	d7b02240	vadc.vim v1,v2,5,v0	READ	vtype	SAIL+QEMU	OK	0	-	-
rvv_v0_uncond_carryout	d7402544	vmadc.vxm v1,v2,x10,v0	READ	v0	SAIL+QEMU	OK	0	-	-
rvv_v0_uncond_carryout	d7402544	vmadc.vxm v1,v2,x10,v0	READ	vl	SAIL+QEMU	OK	0	-	-
rvv_v0_uncond_carryout	d7402544	vmadc.vxm v1,v2,x10,v0	READ	vtype	SAIL+QEMU	OK	0	-	-
rvv_v0_uncond_carryout	d740254c	vmsbc.vxm v1,v2,x10,v0	READ	v0	SAIL+QEMU	OK	0	-	-
rvv_v0_uncond_carryout	d740254c	vmsbc.vxm v1,v2,x10,v0	READ	vl	SAIL+QEMU	OK	0	-	-
rvv_v0_uncond_carryout	d740254c	vmsbc.vxm v1,v2,x10,v0	READ	vtype	SAIL+QEMU	OK	0	-	-
rvv_v0_uncond_carryout	d7802144	vmadc.vvm v1,v2,v3,v0	READ	v0	SAIL+QEMU	OK	0	-	-
rvv_v0_uncond_carryout	d7802144	vmadc.vvm v1,v2,v3,v0	READ	vl	SAIL+QEMU	OK	0	-	-
rvv_v0_uncond_carryout	d7802144	vmadc.vvm v1,v2,v3,v0	READ	vtype	SAIL+QEMU	OK	0	-	-
rvv_v0_uncond_carryout	d780214c	vmsbc.vvm v1,v2,v3,v0	READ	v0	SAIL+QEMU	OK	0	-	-
rvv_v0_uncond_carryout	d780214c	vmsbc.vvm v1,v2,v3,v0	READ	vl	SAIL+QEMU	OK	0	-	-
rvv_v0_uncond_carryout	d780214c	vmsbc.vvm v1,v2,v3,v0	READ	vtype	SAIL+QEMU	OK	0	-	-
rvv_v0_uncond_carryout	d7b02244	vmadc.vim v1,v2,5,v0	READ	v0	SAIL+QEMU	OK	0	-	-
rvv_v0_uncond_carryout	d7b02244	vmadc.vim v1,v2,5,v0	READ	vl	SAIL+QEMU	OK	0	-	-
rvv_v0_uncond_carryout	d7b02244	vmadc.vim v1,v2,5,v0	READ	vtype	SAIL+QEMU	OK	0	-	-
rvv_v0_uncond_merge	d740255c	vmerge.vxm v1,v2,x10,v0	READ	v0	SAIL+QEMU	OK	0	-	-
rvv_v0_uncond_merge	d740255c	vmerge.vxm v1,v2,x10,v0	READ	vl	SAIL+QEMU	OK	0	-	-
rvv_v0_uncond_merge	d740255c	vmerge.vxm v1,v2,x10,v0	READ	vtype	SAIL+QEMU	OK	0	-	-
rvv_v0_uncond_merge	d7b0225c	vmerge.vim v1,v2,5,v0	READ	v0	SAIL+QEMU	OK	0	-	-
rvv_v0_uncond_merge	d7b0225c	vmerge.vim v1,v2,5,v0	READ	vl	SAIL+QEMU	OK	0	-	-
rvv_v0_uncond_merge	d7b0225c	vmerge.vim v1,v2,5,v0	READ	vtype	SAIL+QEMU	OK	0	-	-
rvv_v0_vm0_arith	d7402500	vadd.vx v1,v2,x10,v0.t	READ	v0	SAIL+QEMU	OK	0	-	-
rvv_v0_vm0_arith	d7402500	vadd.vx v1,v2,x10,v0.t	READ	vl	SAIL+QEMU	OK	0	-	-
rvv_v0_vm0_arith	d7402500	vadd.vx v1,v2,x10,v0.t	READ	vtype	SAIL+QEMU	OK	0	-	-
rvv_v0_vm0_arith	d7802100	vadd.vv v1,v2,v3,v0.t	READ	v0	SAIL+QEMU	OK	0	-	-
rvv_v0_vm0_arith	d7802100	vadd.vv v1,v2,v3,v0.t	READ	vl	SAIL+QEMU	OK	0	-	-
rvv_v0_vm0_arith	d7802100	vadd.vv v1,v2,v3,v0.t	READ	vtype	SAIL+QEMU	OK	0	-	-
rvv_v0_vm0_arith	d7902100	vfadd.vv v1,v2,v3,v0.t	READ	frm	SAIL+QEMU	OK	0	-	-
rvv_v0_vm0_arith	d7902100	vfadd.vv v1,v2,v3,v0.t	READ	v0	SAIL+QEMU	OK	0	-	-
rvv_v0_vm0_arith	d7902100	vfadd.vv v1,v2,v3,v0.t	READ	vl	SAIL+QEMU	OK	0	-	-
rvv_v0_vm0_arith	d7902100	vfadd.vv v1,v2,v3,v0.t	READ	vtype	SAIL+QEMU	OK	0	-	-
rvv_v0_vm0_ldst	87700500	vle64.v v1,(x10),v0.t	READ	v0	SAIL+QEMU	OK	0	-	-
rvv_v0_vm0_ldst	87700500	vle64.v v1,(x10),v0.t	READ	vl	SAIL+QEMU	OK	0	-	-
rvv_v0_vm0_ldst	87700500	vle64.v v1,(x10),v0.t	READ	vtype	SAIL+QEMU	OK	0	-	-
rvv_v0_vm0_ldst	87704504	vluxei64.v v1,(x10),v4,v0.t	READ	v0	SAIL+QEMU	OK	0	-	-
rvv_v0_vm0_ldst	87704504	vluxei64.v v1,(x10),v4,v0.t	READ	vl	SAIL+QEMU	OK	0	-	-
rvv_v0_vm0_ldst	87704504	vluxei64.v v1,(x10),v4,v0.t	READ	vtype	SAIL+QEMU	OK	0	-	-
rvv_v0_vm0_ldst	8770b508	vlse64.v v1,(x10),x11,v0.t	READ	v0	SAIL+QEMU	OK	0	-	-
rvv_v0_vm0_ldst	8770b508	vlse64.v v1,(x10),x11,v0.t	READ	vl	SAIL+QEMU	OK	0	-	-
rvv_v0_vm0_ldst	8770b508	vlse64.v v1,(x10),x11,v0.t	READ	vtype	SAIL+QEMU	OK	0	-	-
rvv_v0_vm0_ldst	a7700500	vse64.v v1,(x10),v0.t	READ	v0	SAIL+QEMU	OK	0	-	-
rvv_v0_vm0_ldst	a7700500	vse64.v v1,(x10),v0.t	READ	vl	SAIL+QEMU	OK	0	-	-
rvv_v0_vm0_ldst	a7700500	vse64.v v1,(x10),v0.t	READ	vtype	SAIL+QEMU	OK	0	-	-
rvv_v0_vm0_red	d7a02100	vredsum.vs v1,v2,v3,v0.t	READ	v0	SAIL	OK	0	-	-
rvv_v0_vm0_red	d7a02100	vredsum.vs v1,v2,v3,v0.t	READ	vl	SAIL	OK	0	-	-
rvv_v0_vm0_red	d7a02100	vredsum.vs v1,v2,v3,v0.t	READ	vtype	SAIL	OK	0	-	-
rvv_vd_policy_masktail	d7a02052	vmsbf.m v1,v2	READ	<tied-dst>	SAIL	OK	0	-	-
rvv_vd_policy_masktail	d7a02052	vmsbf.m v1,v2	READ	vl	SAIL	OK	0	-	-
rvv_vd_policy_masktail	d7a02052	vmsbf.m v1,v2	READ	vtype	SAIL	OK	0	-	-
rvv_vd_tied_accumulate	5764a5b6	vmacc.vx v8,x10,v10	READ	<tied-dst>	SAIL+QEMU	OK	0	-	-
rvv_vd_tied_accumulate	5764a5b6	vmacc.vx v8,x10,v10	READ	vl	SAIL+QEMU	OK	0	-	-
rvv_vd_tied_accumulate	5764a5b6	vmacc.vx v8,x10,v10	READ	vtype	SAIL+QEMU	OK	0	-	-
rvv_vd_tied_accumulate	5764a5f2	vwmaccu.vx v8,x10,v10	READ	<tied-dst>	SAIL+QEMU	OK	0	-	-
rvv_vd_tied_accumulate	5764a5f2	vwmaccu.vx v8,x10,v10	READ	vl	SAIL+QEMU	OK	0	-	-
rvv_vd_tied_accumulate	5764a5f2	vwmaccu.vx v8,x10,v10	READ	vtype	SAIL+QEMU	OK	0	-	-
rvv_vd_tied_accumulate	5764a5fa	vwmaccus.vx v8,x10,v10	READ	<tied-dst>	SAIL+QEMU	OK	0	-	-
rvv_vd_tied_accumulate	5764a5fa	vwmaccus.vx v8,x10,v10	READ	vl	SAIL+QEMU	OK	0	-	-
rvv_vd_tied_accumulate	5764a5fa	vwmaccus.vx v8,x10,v10	READ	vtype	SAIL+QEMU	OK	0	-	-
rvv_vd_tied_accumulate	57a4a4a6	vmadd.vv v8,v9,v10	READ	<tied-dst>	SAIL+QEMU	OK	0	-	-
rvv_vd_tied_accumulate	57a4a4a6	vmadd.vv v8,v9,v10	READ	vl	SAIL+QEMU	OK	0	-	-
rvv_vd_tied_accumulate	57a4a4a6	vmadd.vv v8,v9,v10	READ	vtype	SAIL+QEMU	OK	0	-	-
rvv_vd_tied_accumulate	57a4a4ae	vnmsub.vv v8,v9,v10	READ	<tied-dst>	SAIL+QEMU	OK	0	-	-
rvv_vd_tied_accumulate	57a4a4ae	vnmsub.vv v8,v9,v10	READ	vl	SAIL+QEMU	OK	0	-	-
rvv_vd_tied_accumulate	57a4a4ae	vnmsub.vv v8,v9,v10	READ	vtype	SAIL+QEMU	OK	0	-	-
rvv_vd_tied_accumulate	57a4a4be	vnmsac.vv v8,v9,v10	READ	<tied-dst>	SAIL+QEMU	OK	0	-	-
rvv_vd_tied_accumulate	57a4a4be	vnmsac.vv v8,v9,v10	READ	vl	SAIL+QEMU	OK	0	-	-
rvv_vd_tied_accumulate	57a4a4be	vnmsac.vv v8,v9,v10	READ	vtype	SAIL+QEMU	OK	0	-	-
rvv_vd_tied_accumulate	57a4a4f6	vwmacc.vv v8,v9,v10	READ	<tied-dst>	SAIL+QEMU	OK	0	-	-
rvv_vd_tied_accumulate	57a4a4f6	vwmacc.vv v8,v9,v10	READ	vl	SAIL+QEMU	OK	0	-	-
rvv_vd_tied_accumulate	57a4a4f6	vwmacc.vv v8,v9,v10	READ	vtype	SAIL+QEMU	OK	0	-	-
rvv_vd_tied_accumulate_fp	5794a4a2	vfmadd.vv v8,v9,v10	READ	<tied-dst>	SAIL+QEMU	OK	0	-	-
rvv_vd_tied_accumulate_fp	5794a4a2	vfmadd.vv v8,v9,v10	READ	frm	SAIL+QEMU	OK	0	-	-
rvv_vd_tied_accumulate_fp	5794a4a2	vfmadd.vv v8,v9,v10	READ	vl	SAIL+QEMU	OK	0	-	-
rvv_vd_tied_accumulate_fp	5794a4a2	vfmadd.vv v8,v9,v10	READ	vtype	SAIL+QEMU	OK	0	-	-
rvv_vd_tied_accumulate_fp	5794a4b2	vfmacc.vv v8,v9,v10	READ	<tied-dst>	SAIL+QEMU	OK	0	-	-
rvv_vd_tied_accumulate_fp	5794a4b2	vfmacc.vv v8,v9,v10	READ	frm	SAIL+QEMU	OK	0	-	-
rvv_vd_tied_accumulate_fp	5794a4b2	vfmacc.vv v8,v9,v10	READ	vl	SAIL+QEMU	OK	0	-	-
rvv_vd_tied_accumulate_fp	5794a4b2	vfmacc.vv v8,v9,v10	READ	vtype	SAIL+QEMU	OK	0	-	-
rvv_vd_tied_accumulate_fp	5794a4b6	vfnmacc.vv v8,v9,v10	READ	<tied-dst>	SAIL+QEMU	OK	0	-	-
rvv_vd_tied_accumulate_fp	5794a4b6	vfnmacc.vv v8,v9,v10	READ	frm	SAIL+QEMU	OK	0	-	-
rvv_vd_tied_accumulate_fp	5794a4b6	vfnmacc.vv v8,v9,v10	READ	vl	SAIL+QEMU	OK	0	-	-
rvv_vd_tied_accumulate_fp	5794a4b6	vfnmacc.vv v8,v9,v10	READ	vtype	SAIL+QEMU	OK	0	-	-
rvv_vd_tied_accumulate_fp	5794a4ba	vfmsac.vv v8,v9,v10	READ	<tied-dst>	SAIL+QEMU	OK	0	-	-
rvv_vd_tied_accumulate_fp	5794a4ba	vfmsac.vv v8,v9,v10	READ	frm	SAIL+QEMU	OK	0	-	-
rvv_vd_tied_accumulate_fp	5794a4ba	vfmsac.vv v8,v9,v10	READ	vl	SAIL+QEMU	OK	0	-	-
rvv_vd_tied_accumulate_fp	5794a4ba	vfmsac.vv v8,v9,v10	READ	vtype	SAIL+QEMU	OK	0	-	-
rvv_vd_tied_accumulate_fp	5794a4f2	vfwmacc.vv v8,v9,v10	READ	<tied-dst>	SAIL+QEMU	OK	0	-	-
rvv_vd_tied_accumulate_fp	5794a4f2	vfwmacc.vv v8,v9,v10	READ	frm	SAIL+QEMU	OK	0	-	-
rvv_vd_tied_accumulate_fp	5794a4f2	vfwmacc.vv v8,v9,v10	READ	vl	SAIL+QEMU	OK	0	-	-
rvv_vd_tied_accumulate_fp	5794a4f2	vfwmacc.vv v8,v9,v10	READ	vtype	SAIL+QEMU	OK	0	-	-
rvv_vlenb	732520c2	csrr x10,vlenb	READ	vlenb	SAIL	OK	0	-	-
